RT	_end_tick	_end_time	_original_idx	_start_tick	_start_time	_trial_number	correct	feedback	fix_onset_time	go_time	hemifield	hit_x	hit_y	hit_z	pro	reach_time	start_time	target
555.6621000000014	76.5074525	71528.7591	0	73.6917674	68713.0739	1	True	1	73925.7888	75947.28959999999	left	-0.25942420959472656	1.3088467121124268	0.45221543312072754	0	76502.95169999999	77612.84289999999	right
489.52850000000035	80.13879589999999	75160.1019	1	77.6128648	72634.1708	2	True	0	77624.4602	79645.0986	right	0.27055788040161133	1.2946218252182007	0.4543505907058716	1	80134.6271	81217.7487	right
499.821299999996	83.7488589	78770.16519999999	2	81.21777139999999	76239.0774	3	True	0	81229.15359999999	83244.4568	right	0.2927870750427246	1.3034905195236206	0.45659947395324707	0	83744.2781	84738.3681	left
400.6027000000031	87.1692408	82190.54669999999	3	84.73838959999999	79759.6957	4	True	1	84749.7434	86764.37969999999	right	0.2532852292060852	1.2809487581253052	0.45690369606018066	0	87164.9824	88270.1416	left
267.074099999998	90.7565944	85777.9002	4	88.2701635	83291.4699	5	True	1	88470.39749999999	90485.1825	right	0.2675785422325134	1.2742164134979248	0.4549221992492676	1	90752.2566	91768.5851	right
366.64850000001024	94.1662336	89187.53970000001	5	91.7686063	86789.9126	6	True	1	91779.95399999998	93795.2073	right	0.2932073473930359	1.2977931499481201	0.4526379108428955	0	94161.8558	95267.0095	left
610.8331999999937	97.9085317	92929.83769999999	6	95.26703189999999	90288.3378	7	True	1	95278.52649999999	97293.4571	left	-0.24523389339447021	1.2993566989898682	0.4509420394897461	1	97904.2903	98787.6443	left
422.21979999999166	101.2407478	96262.05380000001	7	98.78766619999999	93808.9721	8	True	0	98799.01789999999	100814.1363	right	0.30068379640579224	1.2827789783477783	0.45231056213378906	0	101236.35609999999	102263.86339999999	left
611.0453999999881	104.9057878	99927.0937	8	102.26388589999999	97285.1919	9	True	0	102275.2009	104290.2203	left	-0.21409308910369873	1.2885533571243286	0.4532763957977295	1	104901.26569999999	105806.76129999998	left
589.0776000000042	108.42681479999999	103448.1207	9	105.8067834	100828.0894	10	True	1	105818.0589	107833.1117	left	-0.27393031120300293	1.3017910718917847	0.4505356550216675	1	108422.1893	109516.2389	left
400.81380000000354	111.94681659999999	106968.1226	10	109.5162613	104537.5674	11	True	0	109527.5324	111541.6957	left	-0.2663174867630005	1.276901125907898	0.4582012891769409	0	111942.5095	112948.19029999999	right
266.3180999999895	115.2560491	110277.3549	11	112.94821789999999	107969.5242	12	True	0	112970.41139999998	114985.3241	right	0.30749040842056274	1.2949492931365967	0.45342326164245605	0	115251.64219999999	116357.56459999998	left
289.27760000000126	118.8558846	113877.1906	12	116.3575863	111378.8923	13	True	0	116546.61379999999	118561.928	right	0.2762119174003601	1.2953314781188965	0.4578588008880615	1	118851.2056	119878.2779	right
333.7466999999888	122.28717809999999	117308.4841	13	119.8782998	114899.6061	14	True	1	119933.9602	121949.0124	left	-0.2680104374885559	1.2859179973602295	0.4534698724746704	0	122282.7591	123354.4298	right
342.9131999999954	125.7279645	120749.2705	14	123.3544524	118375.7585	15	True	0	123365.78949999998	125380.8479	right	0.2497912049293518	1.2838480472564697	0.46215689182281494	1	125723.76109999999	126797.34719999999	right
466.89900000001944	129.2948862	124316.1922	15	126.79737109999999	121818.6771	16	True	1	126808.6411	128823.77779999998	left	-0.25298890471458435	1.3024847507476807	0.452189564704895	0	129290.6768	130295.88029999999	right
577.9749000000302	132.90431719999998	127925.6231	16	130.2959047	125317.2108	17	True	0	130307.09079999999	132321.81449999998	left	-0.2939763069152832	1.282251000404358	0.45076048374176025	0	132899.7894	133727.5648	right
922.2569999999832	136.68080709999998	131702.11299999998	17	133.7275883	128748.89429999999	18	True	1	133738.8805	135753.8468	left	-0.2959103584289551	1.2804923057556152	0.45390021800994873	0	136676.10379999998	137359.3352	right
244.69550000000163	139.62384319999998	134645.1494	18	137.3593579	132380.6641	19	True	0	137370.8462	139374.9838	right	0.27736717462539673	1.2703415155410767	0.46024179458618164	0	139619.6793	140713.3533	left
288.9940999999817	143.0329827	138054.2887	19	140.7133786	135734.6848	20	True	1	140724.69129999998	142739.632	right	0.26810020208358765	1.2907084226608276	0.45855963230133057	0	143028.6261	144045.19879999998	left
266.48340000002645	146.38648709999998	141407.79309999998	20	144.0452221	139066.5284	21	True	1	144100.9313	146115.75929999998	right	0.27961593866348267	1.2971172332763672	0.4545384645462036	1	146382.2427	147465.9163	right
400.1020000000135	149.8972402	144918.54609999998	21	147.465937	142487.2429	22	True	0	147477.2142	149492.40319999997	left	-0.26437908411026	1.2913986444473267	0.4536440372467041	0	149892.50519999999	151108.6654	right
622.578199999989	153.761836	148783.142	22	151.108688	146129.9939	23	True	1	151120.04829999997	153134.9124	left	-0.2759016156196594	1.2936590909957886	0.45790350437164307	0	153757.4906	154729.3339	right
598.8789000000106	157.35942749999998	152380.7338	23	154.7293574	149750.66340000002	24	True	1	154740.64049999998	156755.8643	left	-0.23685333132743835	1.2954540252685547	0.45459043979644775	1	157354.7432	158483.17979999998	left
944.4165999999968	161.4584502	156479.7564	24	158.4832011	153504.5074	25	True	1	158494.54869999998	160509.4974	right	0.27434682846069336	1.3077895641326904	0.46096134185791016	1	161453.914	162392.508	right
566.7000000000116	165.1895963	160210.9025	25	162.3925294	157413.8354	26	True	1	162603.8101	164618.82559999998	left	-0.2736581563949585	1.2950440645217896	0.4560633897781372	1	165185.5256	166046.55589999998	left
489.02429999999003	168.69938499999998	163720.69139999998	26	166.04659909999998	161067.9054	27	True	0	166202.1843	168206.1231	right	0.22958725690841675	1.2797898054122925	0.45748603343963623	0	168695.1474	169589.3433	left
578.1294999999809	172.364317	167385.6232	27	169.5893668	164610.6727	28	True	1	169767.27539999998	171781.959	left	-0.24719369411468506	1.2799524068832397	0.458795428276062	1	172360.08849999998	173265.452	left
722.1223999999929	176.21844869999998	171239.755	28	173.2654744	168286.7804	29	True	0	173476.6647	175492.0473	left	-0.2613718509674072	1.28685462474823	0.45468592643737793	0	176214.1697	177152.5654	right
500.122000000003	179.68316869999998	174704.4749	29	177.1525891	172173.89539999998	30	True	0	177163.97879999998	179178.9226	left	-0.2923383116722107	1.2774529457092285	0.4529426097869873	0	179679.0446	180673.2398	right
400.32480000000214	183.1040524	178125.3583	30	180.6732618	175694.5678	31	True	1	180684.5745	182699.5697	left	-0.2516755163669586	1.2901349067687988	0.4524015188217163	1	183099.8945	184127.2042	left
400.4715000000142	186.5581633	181579.46949999998	31	184.12722589999998	179148.53220000002	32	True	1	184138.69749999998	186153.40759999998	right	0.27151840925216675	1.3023141622543335	0.46019864082336426	1	186553.8791	187714.5239	right
333.2697000000044	190.45617679999998	185477.4829	32	187.71454459999998	182735.8512	33	True	1	188115.1035	190118.5967	right	0.24062639474868774	1.277392864227295	0.45945632457733154	0	190451.8664	191535.0569	left
333.4962999999989	194.19874589999998	189220.0521	33	191.53507869999999	186556.3846	34	True	1	191846.3505	193861.2058	left	-0.2585054636001587	1.2827904224395752	0.4552551507949829	0	194194.7021	195166.7897	right
699.9570999999996	197.8975951	192918.9012	34	195.16681169999998	190188.11779999998	35	True	1	195178.4736	197193.32309999998	right	0.26732760667800903	1.2758023738861084	0.45155036449432373	0	197893.28019999998	198809.5451	left
500.26519999999437	201.5406687	196561.97470000002	35	198.8095667	193830.87290000002	36	True	0	199020.79499999998	201036.0581	left	-0.271331787109375	1.2870054244995117	0.45316779613494873	1	201536.3233	202463.5542	left
433.57850000000326	204.9276339	199948.9399	36	202.46357799999998	197484.8843	37	True	0	202474.8119	204489.79659999997	right	0.2559642195701599	1.2901263236999512	0.4536172151565552	1	204923.37509999998	205973.128	right
344.8800999999803	208.9477988	203969.1048	37	205.973151	200994.45700000002	38	True	1	206577.7324	208598.6034	right	0.2638721466064453	1.2900748252868652	0.4552285671234131	0	208943.48349999997	209971.2136	left
611.4414999999863	212.6136469	207634.95309999998	38	209.9712357	204992.542	39	True	1	209982.60779999997	211997.6176	left	-0.2553250789642334	1.303216814994812	0.4542379379272461	0	212609.05909999998	213558.5026	right
522.1598000000231	216.11221369999998	211133.5196	39	213.55852399999998	208579.83039999998	40	True	0	213569.8775	215585.16569999998	left	-0.2711219787597656	1.280112624168396	0.45465803146362305	1	216107.3255	216979.2432	left
811.1270000000077	220.0875485	215108.8544	40	216.9792669	212000.5729	41	True	0	217268.20739999998	219272.0635	left	-0.26031726598739624	1.2876819372177124	0.45319700241088867	0	220083.1905	220932.9952	right
567.1816000000108	223.53109849999998	218552.4044	41	220.9330163	215954.3226	42	True	1	220944.4655	222959.4184	left	-0.25454023480415344	1.280823826789856	0.45032429695129395	0	223526.6	224409.2197	right
