time	message	trial_number
173265.48029999997	REC_START	29
173265.5102	TRIAL_START 28	29
176214.1925	TRIAL_END 28	29
176214.1954	REC_STOP	29
177152.5947	REC_START	30
177152.6305	TRIAL_START 29	30
179679.06579999998	TRIAL_END 29	30
179679.0685	REC_STOP	30
180673.2678	REC_START	31
180673.299	TRIAL_START 30	31
183099.91449999998	TRIAL_END 30	31
183099.91700000002	REC_STOP	31
184127.2314	REC_START	32
184127.26129999998	TRIAL_START 31	32
186553.9009	TRIAL_END 31	32
186553.90369999997	REC_STOP	32
187714.5508	REC_START	33
187714.58279999997	TRIAL_START 32	33
190451.8871	TRIAL_END 32	33
190451.88969999997	REC_STOP	33
191535.0846	REC_START	34
191535.1145	TRIAL_START 33	34
194194.7228	TRIAL_END 33	34
194194.7252	REC_STOP	34
195166.8176	REC_START	35
195166.8501	TRIAL_START 34	35
197893.3013	TRIAL_END 34	35
197893.3043	REC_STOP	35
198809.573	REC_START	36
198809.6088	TRIAL_START 35	36
201536.34459999998	TRIAL_END 35	36
201536.3471	REC_STOP	36
202463.584	REC_START	37
202463.6158	TRIAL_START 36	37
204923.4	TRIAL_END 36	37
204923.4032	REC_STOP	37
205973.1567	REC_START	38
205973.1885	TRIAL_START 37	38
208943.503	TRIAL_END 37	38
208943.50579999998	REC_STOP	38
209971.24109999998	REC_START	39
209971.2773	TRIAL_START 38	39
212609.0806	TRIAL_END 38	39
212609.0831	REC_STOP	39
213558.5298	REC_START	40
213558.56069999997	TRIAL_START 39	40
216107.34639999998	TRIAL_END 39	40
216107.34929999997	REC_STOP	40
216979.2725	REC_START	41
216979.30049999998	TRIAL_START 40	41
220083.21229999998	TRIAL_END 40	41
220083.2149	REC_STOP	41
220933.02169999998	REC_START	42
220933.052	TRIAL_START 41	42
223526.6323	TRIAL_END 41	42
223526.63669999997	REC_STOP	42
224409.248	REC_START	43
224409.2798	TRIAL_START 42	43
226880.37989999997	TRIAL_END 42	43
226880.3829	REC_STOP	43
227907.69369999997	REC_START	44
227907.7253	TRIAL_START 43	44
230534.0538	TRIAL_END 43	44
230534.0563	REC_STOP	44
231461.63450000001	REC_START	45
231461.669	TRIAL_START 44	45
233865.9127	TRIAL_END 44	45
233865.91509999998	REC_STOP	45
234826.81749999998	REC_START	46
234826.8594	TRIAL_START 45	46
237197.2154	TRIAL_END 45	46
237197.21819999997	REC_STOP	46
238191.96209999998	REC_START	47
238191.99219999998	TRIAL_START 46	47
240674.1251	TRIAL_END 46	47
240674.12819999998	REC_STOP	47
241612.70399999997	REC_START	48
241612.7402	TRIAL_START 47	48
244361.5307	TRIAL_END 47	48
244361.53519999998	REC_STOP	48
245211.5942	REC_START	49
245211.6248	TRIAL_START 48	49
247803.8968	TRIAL_END 48	49
247803.9001	REC_STOP	49
248642.93819999998	REC_START	50
248642.9699	TRIAL_START 49	50
251591.3215	TRIAL_END 49	50
251591.32379999998	REC_STOP	50
252552.20519999997	REC_START	51
252552.2359	TRIAL_START 50	51
255245.3577	TRIAL_END 50	51
255245.36059999999	REC_STOP	51
256183.94689999998	REC_START	52
256183.9895	TRIAL_START 51	52
258632.54619999998	TRIAL_END 51	52
258632.54899999997	REC_STOP	52
259593.66489999997	REC_START	53
259593.6954	TRIAL_START 52	53
262464.2146	TRIAL_END 52	53
262464.2169	REC_STOP	53
263436.22699999996	REC_START	54
263436.2629	TRIAL_START 53	54
266029.4143	TRIAL_END 53	54
266029.4186	REC_STOP	54
267023.63479999994	REC_START	55
267023.6654	TRIAL_START 54	55
269927.9841	TRIAL_END 54	55
269927.9866	REC_STOP	55
270755.40280000004	REC_START	56
270755.4341	TRIAL_START 55	56
273315.32139999996	TRIAL_END 55	56
273315.3257	REC_STOP	56
274331.3326	REC_START	57
274331.3798	TRIAL_START 56	57
276868.8737	TRIAL_END 56	57
276868.8762	REC_STOP	57
277774.2834	REC_START	58
277774.3145	TRIAL_START 57	58
280267.40079999994	TRIAL_END 57	58
280267.4033	REC_STOP	58
281306.0253	REC_START	59
281306.0571	TRIAL_START 58	59
283821.6494	TRIAL_END 58	59
283821.65199999994	REC_STOP	59
284860.0501	REC_START	60
284860.08219999995	TRIAL_START 59	60
287319.763	TRIAL_END 59	60
287319.7654	REC_STOP	60
288169.65260000003	REC_START	61
288169.68429999996	TRIAL_START 60	61
290785.11779999995	TRIAL_END 60	61
290785.1205	REC_STOP	61
291734.7259	REC_START	62
291734.756	TRIAL_START 61	62
294250.19279999996	TRIAL_END 61	62
294250.1955	REC_STOP	62
295444.1899	REC_START	63
295444.2277	TRIAL_START 62	63
297848.7485	TRIAL_END 62	63
297848.7513	REC_STOP	63
298731.5669	REC_START	64
298731.5975	TRIAL_START 63	64
301369.0705	TRIAL_END 63	64
301369.0731	REC_STOP	64
302463.2282	REC_START	65
302463.26119999995	TRIAL_START 64	65
304889.60589999997	TRIAL_END 64	65
304889.6095	REC_STOP	65
305961.78839999996	REC_START	66
305961.8315	TRIAL_START 65	66
308665.21009999997	TRIAL_END 65	66
308665.2133	REC_STOP	66
309604.4701	REC_START	67
309604.5021	TRIAL_START 66	67
312186.61679999996	TRIAL_END 66	67
312186.61939999997	REC_STOP	67
313424.9904	REC_START	68
313425.04179999995	TRIAL_START 67	68
315773.73339999997	TRIAL_END 67	68
315773.7362	REC_STOP	68
316734.62549999997	REC_START	69
316734.65619999997	TRIAL_START 68	69
319138.3935	TRIAL_END 68	69
319138.396	REC_STOP	69
320088.7356	REC_START	70
320088.7674	TRIAL_START 69	70
322504.3101	TRIAL_END 69	70
322504.3126	REC_STOP	70
323498.2961	REC_START	71
323498.32779999997	TRIAL_START 70	71
325958.1196	TRIAL_END 70	71
325958.12539999996	REC_STOP	71
326996.77629999997	REC_START	72
326996.8167	TRIAL_START 71	72
329445.1759	TRIAL_END 71	72
329445.17909999995	REC_STOP	72
330428.5425	REC_START	73
330428.5745	TRIAL_START 72	73
333243.95219999994	TRIAL_END 72	73
333243.9554	REC_STOP	73
334215.7259	REC_START	74
334215.75680000003	TRIAL_START 73	74
336631.06649999996	TRIAL_END 73	74
336631.0689	REC_STOP	74
337525.29569999996	REC_START	75
337525.3323	TRIAL_START 74	75
340074.2912	TRIAL_END 74	75
340074.2954	REC_STOP	75
341068.17939999996	REC_START	76
341068.2091	TRIAL_START 75	76
343461.45279999997	TRIAL_END 75	76
343461.457	REC_STOP	76
344599.93629999994	REC_START	77
344599.96989999997	TRIAL_START 76	77
346915.42699999997	TRIAL_END 76	77
346915.4324	REC_STOP	77
347942.86569999997	REC_START	78
347942.8957	TRIAL_START 77	78
350324.6909	TRIAL_END 77	78
350324.6937	REC_STOP	78
351485.7437	REC_START	79
351485.7755	TRIAL_START 78	79
354389.8077	TRIAL_END 78	79
354389.81	REC_STOP	79
355372.8974	REC_START	80
355372.93	TRIAL_START 79	80
357999.3318	TRIAL_END 79	80
357999.3343	REC_STOP	80
