time	message	trial_number
414861.16829999996	REC_START	54
414861.2119	TRIAL_START 53	54
417939.24549999996	TRIAL_END 53	54
417939.25129999995	REC_STOP	54
419348.25539999997	REC_START	55
419348.2887	TRIAL_START 54	55
422958.3922	TRIAL_END 54	55
422958.3954	REC_STOP	55
424390.23709999997	REC_START	56
424390.2703	TRIAL_START 55	56
427334.0816	TRIAL_END 55	56
427334.0844	REC_STOP	56
428576.0608	REC_START	57
428576.09329999995	TRIAL_START 56	57
431953.96749999997	TRIAL_END 56	57
431953.9703	REC_STOP	57
433863.70879999996	REC_START	58
433863.74659999995	TRIAL_START 57	58
437240.8117	TRIAL_END 57	58
437240.81509999995	REC_STOP	58
438594.59569999995	REC_START	59
438594.628	TRIAL_START 58	59
442005.2053	TRIAL_END 58	59
442005.20769999997	REC_STOP	59
443437.2234	REC_START	60
443437.2547	TRIAL_START 59	60
446691.97329999995	TRIAL_END 59	60
446691.9757	REC_STOP	60
448723.5022	REC_START	61
448723.5341	TRIAL_START 60	61
452011.76889999997	TRIAL_END 60	61
452011.772	REC_STOP	61
453254.9717	REC_START	62
453255.0053	TRIAL_START 61	62
456742.85599999997	TRIAL_END 61	62
456742.85839999997	REC_STOP	62
458252.527	REC_START	63
458252.5591	TRIAL_START 62	63
461796.58229999995	TRIAL_END 62	63
461796.58619999996	REC_STOP	63
465193.90089999995	REC_START	64
465193.93299999996	TRIAL_START 63	64
468282.1614	TRIAL_END 63	64
468282.1637	REC_STOP	64
470103.14259999996	REC_START	65
470103.17559999996	TRIAL_START 64	65
473701.9716	TRIAL_END 64	65
473701.9742	REC_STOP	65
475000.8686	REC_START	66
475000.90849999996	TRIAL_START 65	66
478655.3638	TRIAL_END 65	66
478655.3664	REC_STOP	66
480631.0004	REC_START	67
480631.0326	TRIAL_START 66	67
484163.0858	TRIAL_END 66	67
484163.0882	REC_STOP	67
486051.2185	REC_START	68
486051.2508	TRIAL_START 67	68
489827.6093	TRIAL_END 67	68
489827.61159999995	REC_STOP	68
492126.54	REC_START	69
492126.5706	TRIAL_START 68	69
496225.6088	TRIAL_END 68	69
496225.6116	REC_STOP	69
497734.6842	REC_START	70
497734.7164	TRIAL_START 69	70
501633.962	TRIAL_END 69	70
501633.9648	REC_STOP	70
504920.7507	REC_START	71
504920.78239999997	TRIAL_START 70	71
508408.9279	TRIAL_END 70	71
508408.9308	REC_STOP	71
510162.51719999994	REC_START	72
510162.54799999995	TRIAL_START 71	72
513994.7392	TRIAL_END 71	72
513994.7420999999	REC_STOP	72
515193.8765	REC_START	73
515193.90989999997	TRIAL_START 72	73
518525.80769999995	TRIAL_END 72	73
518525.8103	REC_STOP	73
520091.51339999994	REC_START	74
520091.5492	TRIAL_START 73	74
523257.68340000004	TRIAL_END 73	74
523257.6859	REC_STOP	74
524456.3634	REC_START	75
524456.396	TRIAL_START 74	75
527521.9182999999	TRIAL_END 74	75
527521.9208999999	REC_STOP	75
528787.7042	REC_START	76
528787.7367	TRIAL_START 75	76
532553.4881999999	TRIAL_END 75	76
532553.491	REC_STOP	76
533685.5002	REC_START	77
533685.5316	TRIAL_START 76	77
537584.1466	TRIAL_END 76	77
537584.1646	REC_STOP	77
538593.6938	REC_START	78
538593.7394	TRIAL_START 77	78
541849.0375999999	TRIAL_END 77	78
541849.0401	REC_STOP	78
542936.7424	REC_START	79
542936.7755	TRIAL_START 78	79
546436.0664	TRIAL_END 78	79
546436.0687999999	REC_STOP	79
547823.2790999999	REC_START	80
547823.3128	TRIAL_START 79	80
551311.7542	TRIAL_END 79	80
551311.7565	REC_STOP	80
